ccn,validthru,key,pin,quota
3608-2751-4236-1900,Mar/2018,5436,009,1300
3608-2800-4160-1216,Oct/2020,5009,228,2000
3608-2596-4264-1094,May/2021,5503,310,1400
3608-1721-5407-1361,Mar/2023,4319,654,1600
3608-1682-4856-1844,Aug/2020,3162,208,1300
3608-1333-4668-1220,Feb/2018,5584,413,1200
3608-2596-4344-1244,Feb/2024,7176,669,1500
3608-1721-5333-1856,Nov/2024,3222,684,1400
3608-1682-4329-1014,Jul/2018,3200,344,1600
3608-2596-5394-1682,Mar/2023,6145,065,1400
3608-1192-5459-1673,Nov/2018,2767,265,1200
3608-1782-4318-1980,Jun/2024,4130,799,1000
3608-2968-4344-1344,Jan/2021,6652,656,1300
3608-1395-5196-1593,Jul/2022,6618,202,1600
3608-1782-4668-1597,Aug/2021,5566,418,1400
3608-2751-4856-1394,Jun/2018,2538,081,1900
3608-1395-4354-1217,Feb/2021,7941,211,1300
3608-2968-5750-1109,May/2018,2199,403,1600
3608-1395-4668-1140,Apr/2021,3123,691,1100
3608-2968-4856-1068,Apr/2025,4067,852,1800
3608-1721-5196-1660,Apr/2023,1969,397,1000
3608-2181-5696-1383,Feb/2021,3285,153,1500
3608-1395-5470-1068,Feb/2020,4224,760,1900
3608-2751-4951-1537,Sep/2020,5602,823,1300
3608-1395-4005-1475,Jun/2025,5684,415,1600
3608-2751-5470-1931,Jul/2021,5219,005,1700
3608-2507-5884-1024,Jun/2018,3423,792,1100
3608-1721-5152-1188,Jul/2023,2412,502,1500
3608-2588-5756-1163,Mar/2019,4697,019,1000
3608-2507-4329-1761,Jun/2021,6233,859,1300
3608-2968-4318-1596,Mar/2018,8048,319,2000
3608-1782-4994-1052,Sep/2024,3709,108,1900
3608-2968-4668-1613,Jul/2025,6360,307,1000
3608-2596-5459-1185,Apr/2022,4172,555,1700
3608-1395-4523-1440,Sep/2025,6293,867,2000
3608-2968-4344-1795,Aug/2023,3796,497,1300
3608-2067-5791-1936,Feb/2020,1991,732,1900
3608-2751-4458-1188,Nov/2021,1994,863,1200
3608-1395-5015-1094,Nov/2023,7068,628,1800
3608-2588-5038-1140,Jan/2025,2723,837,1400
3608-1395-4344-1245,Nov/2020,2746,954,1900
3608-2181-5745-1217,Dec/2023,4107,386,1600
3608-2507-5638-1068,Dec/2024,7930,281,1200
3608-1682-5634-1037,Dec/2021,5764,444,1200
3608-1333-4288-1215,Dec/2023,2811,138,1500
3608-1192-4580-1629,Jul/2024,6291,992,1800
3608-2507-5407-1744,Jul/2019,5139,915,1900
3608-2588-4951-1157,May/2020,7192,384,1800
3608-1682-5459-1976,Dec/2023,7776,301,1300
3608-1782-5333-1476,Feb/2025,3044,668,2000
3608-1192-4038-1856,Jul/2021,3742,990,1300
3608-2968-5756-1976,Jan/2022,2861,189,1500
3608-2968-4329-1032,Jan/2019,6747,648,1100
3608-1192-4394-1474,Nov/2019,5139,098,1200
3608-1682-4160-1292,Oct/2019,2311,717,1400
3608-2067-5489-1181,Jan/2019,6533,967,1100
3608-2800-4354-1794,Nov/2024,6211,008,1700
3608-1395-4711-1292,Apr/2022,2840,185,2000
3608-1782-5724-1054,Feb/2025,7136,738,1800
3608-2181-4158-1351,Jun/2021,5215,751,1700
3608-1682-5152-1916,Oct/2020,5947,156,1900
3608-2588-5884-1442,Jun/2021,7575,251,1300
3608-1682-5038-1014,Jan/2021,3058,919,1200
3608-2596-5724-1682,Nov/2020,5370,128,1100
3608-2067-5551-1705,May/2023,3054,946,1700
3608-1192-4329-1999,Apr/2018,6053,378,1400
3608-1333-5691-1189,Jul/2020,3596,671,1000
3608-1682-4458-1686,Jan/2019,5846,221,2000
3608-2588-4657-1245,Nov/2024,2026,381,1100
3608-2751-4318-1844,Jul/2023,7915,423,1900
3608-2588-5756-1892,Sep/2018,5504,544,1000
3608-2507-4657-1935,Jan/2019,2346,968,1300
3608-2507-5988-1682,May/2023,7609,211,1900
3608-1682-5632-1794,Apr/2019,3098,956,1800
3608-1192-5745-1475,Oct/2023,7185,182,2000
3608-2588-4329-1009,Jan/2022,5527,385,1200
3608-2596-5745-1589,Nov/2019,5275,641,1200
3608-2507-4383-1157,Nov/2020,3975,216,1200
3608-2588-5696-1440,May/2018,6687,341,1300
3608-1395-5459-1255,Jul/2021,3756,348,1500
3608-2181-4994-1157,Feb/2020,5501,198,1100
3608-2181-4951-1613,Sep/2024,2570,777,1300
3608-2800-4005-1109,Jan/2022,2041,401,1300
3608-1192-4711-1572,Apr/2018,3325,929,1200
3608-2588-5691-1983,Oct/2022,3842,322,2000
3608-1395-5696-1968,Aug/2024,6149,969,1800
3608-1782-5132-1442,Aug/2024,8017,909,1600
3608-2588-5634-1278,Jul/2024,5935,137,1600
3608-1721-5458-1828,May/2025,7299,597,1900
3608-2596-4264-1705,May/2025,4621,465,1400
3608-1395-5015-1322,May/2025,5018,234,1700
3608-2596-5696-1322,Aug/2021,4912,872,2000
3608-1682-5983-1189,Jun/2023,5250,720,1800
3608-2507-4342-1936,Mar/2023,7973,952,1600
3608-2800-4523-1322,Jun/2020,6107,823,2000
3608-2596-5724-1129,Mar/2019,2980,966,1000
3608-1333-5988-1278,Aug/2025,3842,851,1100
3608-1395-4856-1068,Dec/2018,3439,986,1300
3608-2588-5983-1190,Nov/2022,2186,553,1600
3608-2968-5724-1631,Jan/2019,3350,245,2000
3608-2596-4856-1673,Aug/2023,2936,648,1400
3608-2751-4344-1705,Aug/2022,5918,890,1900
3608-1192-4005-1381,Nov/2022,2130,550,1500
3608-2507-4005-1844,Aug/2023,5048,480,1700
3608-2588-5470-1476,Nov/2020,3160,208,1300
3608-2588-4329-1278,Feb/2018,7047,249,1800
3608-2596-4158-1255,Sep/2024,2452,728,1100
3608-2067-4580-1255,Nov/2021,6092,061,1100
3608-1782-4856-1274,Mar/2018,4321,348,1300
3608-1682-5884-1215,Jun/2025,2702,051,2000
3608-1721-5634-1094,Jan/2023,3422,393,1500
3608-2067-5333-1009,Jan/2020,2777,781,1000
3608-2507-5634-1407,Feb/2021,7070,420,1900
3608-2181-4668-1497,Mar/2019,6654,825,1600
3608-2968-4994-1163,Apr/2024,4340,936,1600
3608-2067-4951-1900,Mar/2023,5189,230,1800
3608-1782-4236-1804,May/2022,7059,667,1700
3608-2507-4158-1597,Jun/2021,4332,915,1800
3608-2067-4005-1551,Jul/2024,7249,268,1100
3608-2507-5884-1623,Mar/2022,7895,041,1300
3608-2800-4523-1900,Dec/2023,5145,254,1500
3608-2507-4005-1821,Jan/2025,6456,122,1600
3608-1682-5196-1032,Jun/2019,5738,886,1700
3608-2800-5890-1344,Dec/2022,4119,486,1600
3608-1782-5152-1673,May/2023,2751,680,1600
3608-2968-5458-1134,Feb/2018,2092,215,1300
3608-2596-5030-1344,Jun/2019,5378,283,1700
3608-1192-5696-1128,Jan/2018,7550,321,1400
3608-2596-5634-1705,Dec/2021,7570,353,2000
3608-1682-4580-1361,Sep/2018,3971,090,1600
3608-2968-4668-1322,Apr/2023,7940,500,1400
3608-2588-4856-1217,Aug/2022,5888,214,1500
3608-1721-5750-1194,May/2023,4730,733,1300
3608-2181-5750-1198,Mar/2022,5668,932,1800
3608-2067-4711-1189,Oct/2021,6476,210,1600
3608-2067-5750-1181,Jul/2019,3052,110,1400
3608-2181-4354-1130,Oct/2024,5286,048,1500
3608-2596-4657-1129,Jul/2025,7639,692,2000
3608-2596-5724-1844,Jan/2022,6669,608,2000
3608-2751-5691-1014,Nov/2019,5899,594,1700
3608-1682-4318-1383,Jul/2021,7259,381,1500
3608-2507-4160-1537,Mar/2018,3912,123,1900
3608-1395-5791-1185,Dec/2019,2194,568,1200
3608-2596-5394-1306,Nov/2021,2954,367,1100
3608-1782-5458-1428,May/2021,7540,577,1900
3608-2968-5988-1301,Oct/2020,7344,104,1700
3608-2968-4711-1140,Oct/2018,5919,072,1400
3608-1192-5152-1623,May/2020,2016,398,1500
3608-2800-5638-1744,Aug/2022,5863,393,2000
3608-1782-4344-1856,Apr/2019,4580,026,1700
3608-2596-5691-1377,Apr/2023,6287,179,1100
3608-2181-5458-1181,Sep/2025,3335,224,1200
3608-1192-4354-1693,Sep/2019,6882,423,1700
3608-2596-4394-1593,Oct/2020,7221,331,1700
3608-1395-5470-1216,Oct/2025,7813,444,1100
3608-2181-4394-1717,Jan/2024,7624,310,1500
3608-1782-4523-1130,Jul/2018,7989,723,1700
3608-1682-4458-1190,Aug/2018,2825,734,2000
3608-1395-5634-1245,Dec/2024,6834,409,1900
3608-1395-5030-1623,Feb/2018,3508,651,1400
3608-1192-5634-1968,Jun/2025,7946,904,1800
3608-2751-4383-1278,May/2019,4600,336,1700
3608-2751-4264-1693,May/2019,6120,998,1500
3608-1682-5632-1140,Mar/2024,3801,163,1600
3608-2067-5988-1980,Aug/2025,6658,010,1000
3608-2067-4951-1474,Jun/2019,5621,996,1000
3608-2596-4342-1572,Jan/2023,6490,131,1900
3608-2507-5884-1968,Jan/2019,4514,120,1600
3608-2968-5551-1682,May/2023,5486,972,1500
3608-2800-4236-1623,Nov/2018,4757,523,1500
3608-1782-5791-1134,Nov/2020,5456,374,1800
3608-2181-4523-1068,Jun/2025,5424,177,2000
3608-2968-4318-1558,Jul/2020,6517,479,1300
3608-1721-5691-1623,Oct/2023,3976,732,1900
3608-2596-5983-1129,May/2018,6746,714,1900
3608-1395-4038-1292,Aug/2025,2806,828,1100
3608-2507-5551-1631,Apr/2021,6788,848,1500
3608-2800-4236-1761,Nov/2018,2008,138,1900
3608-1192-5038-1537,Mar/2018,6921,228,1500
3608-2800-4236-1497,Mar/2018,4022,527,1300
3608-1192-4856-1936,Nov/2025,4694,638,1400
3608-2067-5750-1537,Feb/2023,6805,652,1100
3608-1721-4668-1300,Aug/2021,7920,064,1100
3608-2596-5459-1935,Jul/2023,2763,945,1100
3608-1333-4318-1497,Apr/2022,6783,470,2000
3608-1721-5634-1596,Dec/2018,6650,938,1400
3608-2800-5132-1054,Apr/2020,6620,516,1500
3608-1333-4668-1181,May/2020,6084,709,1200
3608-2800-4394-1109,Nov/2023,5686,204,1300
3608-2968-5696-1383,Aug/2019,3082,485,1900
3608-1721-5132-1631,Aug/2019,5362,013,1400
3608-2596-5756-1761,Oct/2020,4529,698,1900
3608-2800-5634-1001,Apr/2023,2703,886,1700
3608-2596-4580-1476,Nov/2019,6709,864,1100
3608-2067-5983-1351,Sep/2021,7676,398,1400
3608-1782-5745-1407,Feb/2023,4473,726,1700
3608-2067-4523-1916,Jul/2023,5669,509,1800
3608-2800-5750-1185,Jun/2022,2445,321,1800
3608-2181-4994-1551,Apr/2023,2652,900,1500
3608-1395-5750-1693,Feb/2020,3808,519,1900
3608-2181-5196-1053,Sep/2020,7252,075,1500
3608-1682-4951-1583,Dec/2022,4542,296,1500
3608-2067-5632-1245,Oct/2021,6969,429,2000
3608-1192-4383-1968,Nov/2019,7204,631,1200
3608-1333-4394-1717,Nov/2018,4195,137,2000
3608-1333-4342-1216,Jul/2022,2664,449,1000
3608-1721-5038-1244,Dec/2024,2650,058,1900
3608-2596-5394-1265,Jan/2019,6348,546,1700
3608-1682-5459-1181,Jun/2022,7630,578,1900
3608-1782-4354-1837,Jan/2025,2582,866,1100
3608-2588-5750-1518,Oct/2018,3047,552,1100
3608-2588-5152-1055,Mar/2025,4566,539,1800
3608-1395-4038-1475,Dec/2025,7144,952,1000
3608-2067-4994-1968,Nov/2023,7292,375,1800
3608-2067-5756-1518,Jan/2022,2218,407,1800
3608-1395-4711-1804,May/2019,4745,547,1300
3608-2067-4523-1497,Jun/2020,5774,691,1000
3608-2751-5884-1931,Feb/2020,2701,700,1900
3608-2181-4344-1121,Dec/2018,6653,974,1100
3608-1395-5038-1052,May/2018,2546,007,1500
3608-2800-5407-1190,Feb/2020,5559,966,1600
3608-2067-5890-1055,Jul/2024,7210,672,1300
3608-1721-4458-1518,Jun/2023,3195,215,1500
3608-1395-5983-1693,Jan/2018,4767,893,1000
3608-1395-4005-1037,Jan/2024,3523,095,1400
3608-2968-4657-1128,Oct/2022,5724,876,1300
3608-2507-4523-1009,Jan/2020,2882,115,1400
3608-2181-4264-1217,Oct/2018,2250,075,1600
3608-1395-4668-1009,Aug/2024,5928,132,1800
3608-2507-5196-1936,Nov/2022,4185,378,1400
3608-2800-5407-1198,May/2019,4818,072,1000
3608-2507-5756-1718,Jun/2018,5581,693,1500
3608-2067-4264-1052,Dec/2025,3862,198,1000
3608-2800-5459-1475,Dec/2019,6752,214,1400
3608-1395-4005-1344,Apr/2023,2944,847,1900
3608-2588-5791-1265,Jan/2018,6518,421,1900
3608-1682-4236-1361,Aug/2021,5147,871,1000
3608-2800-4288-1844,Feb/2019,4174,883,1800
3608-1782-5196-1474,Jan/2021,2767,324,1100
3608-2596-4236-1900,Jun/2020,4589,546,1300
3608-1721-5632-1056,Apr/2025,3163,908,1700
3608-2596-4445-1355,Oct/2018,4456,454,2000
3608-2067-4580-1856,Dec/2023,4357,447,1600
3608-2507-5551-1572,May/2019,2881,614,2000
3608-1192-5696-1795,Dec/2020,6828,517,1700
3608-2968-5489-1129,Dec/2021,4479,705,1900
3608-2968-5756-1322,Jan/2025,2341,363,1300
3608-1721-5724-1301,May/2025,4763,685,1000
3608-1192-5988-1216,Jun/2018,5298,093,1200
3608-1782-4318-1056,Oct/2019,3226,750,2000
3608-2067-4160-1032,Dec/2022,5760,075,1100
3608-1721-4711-1593,May/2023,6761,118,1600
3608-1682-5724-1214,Jan/2019,6318,590,1300
3608-2596-4668-1182,Jun/2019,3105,177,1000
3608-1721-5750-1976,Feb/2018,6526,267,1400
3608-2751-5551-1322,Oct/2022,2933,569,1900
3608-2800-5407-1214,Feb/2023,5153,438,1900
3608-1782-4994-1999,May/2023,4760,951,1900
3608-1782-5333-1475,Oct/2022,6311,800,1300
3608-1192-5458-1064,Dec/2021,7068,638,1300
3608-1721-5489-1821,Dec/2025,5967,388,1400
3608-2507-4005-1351,Nov/2025,6664,288,1000
3608-2596-5030-1157,Sep/2020,7197,160,1700
3608-2181-5459-1476,Dec/2022,2034,814,1100
3608-2800-5632-1589,Aug/2024,2212,322,1800
3608-2596-5407-1038,Feb/2021,5881,487,1100
3608-1721-5634-1804,Sep/2025,7141,487,1400
3608-1721-4344-1442,Mar/2025,2216,387,1400
3608-1192-5696-1428,Mar/2021,5662,001,1700
3608-2181-4329-1037,May/2024,4611,006,1500
3608-2596-5750-1009,Feb/2020,3485,985,1000
3608-2507-5470-1344,May/2018,8043,952,1300
3608-2596-4354-1245,Sep/2023,4839,172,1200
3608-1721-5638-1399,Dec/2023,3036,270,1100
3608-1721-4342-1215,Mar/2018,5936,292,1900
3608-2800-5407-1442,Mar/2018,6728,173,1400
3608-2067-5638-1631,Aug/2024,3662,839,1900
3608-1333-4038-1960,Nov/2024,3768,942,1500
3608-2800-4038-1181,May/2025,5588,618,1400
3608-2968-5458-1024,May/2019,6841,741,2000
3608-1192-5015-1265,Oct/2023,7184,702,1300
3608-2751-5038-1217,Mar/2019,2652,079,1300
3608-1782-5470-1355,Jul/2018,2280,845,1000
3608-2507-5745-1745,Jun/2024,8016,419,1300
3608-1721-4657-1646,Jan/2019,2421,800,1800
3608-1333-5724-1053,Mar/2020,4881,678,1500
3608-1395-5745-1935,Jun/2025,6323,886,1700
3608-2751-5724-1189,May/2021,6963,058,1900
3608-2596-4264-1931,Oct/2022,4238,084,1300
3608-2596-4951-1646,Apr/2021,3743,215,1900
3608-2968-5983-1377,Feb/2020,7512,347,1900
3608-1395-5988-1474,Mar/2018,6893,797,1900
3608-2596-4458-1217,Mar/2018,3397,403,1300
3608-1192-4318-1631,Dec/2022,3642,304,1000
3608-2507-5152-1551,Nov/2018,5026,205,1700
3608-2181-5132-1054,Oct/2024,7381,831,1500
3608-2067-5470-1274,May/2022,2797,442,1900
3608-1192-5038-1844,Jan/2025,6864,579,1000
3608-2968-5152-1614,Apr/2023,3930,433,1500
3608-2968-4711-1344,May/2021,2169,774,1500
3608-2596-5696-1673,Jan/2021,5796,934,1500
3608-1395-4236-1629,Jul/2022,2594,276,1900
3608-2181-4318-1394,Jun/2023,2712,297,1600
3608-2596-5791-1593,Oct/2022,7607,224,1300
3608-1721-4318-1394,Jan/2019,3271,349,1000
3608-2751-4329-1795,Mar/2024,7296,632,1100
3608-1395-5489-1558,Apr/2019,4081,010,1200
3608-1682-4458-1245,Apr/2022,8011,477,1900
3608-2751-5152-1856,Aug/2023,5556,338,1800
3608-2588-5634-1134,Dec/2021,7222,612,1300
3608-2596-4005-1038,Jan/2020,4167,439,2000
3608-1333-4344-1399,Aug/2025,3107,892,2000
3608-1721-4383-1892,Feb/2020,2814,632,1000
3608-1682-5750-1597,Sep/2019,3102,327,1500
3608-2181-4158-1613,May/2020,3489,226,1700
3608-1192-5394-1194,Jul/2019,5656,032,1500
3608-2507-4951-1497,Mar/2023,4346,805,1800
3608-1721-4668-1244,Jun/2019,4624,175,1500
3608-2968-4318-1054,Jan/2022,6109,534,1500
3608-1192-5634-1623,Jul/2021,5860,371,1700
3608-1721-4856-1686,Aug/2018,5996,444,1600
3608-2067-4288-1361,Mar/2020,2221,528,1000
3608-2968-5791-1718,Jun/2021,2342,532,1300
3608-2596-4038-1668,Oct/2023,2674,183,2000
3608-2588-5884-1718,Apr/2024,6091,324,1700
3608-2067-5152-1613,Aug/2021,2393,401,1400
3608-2800-4394-1377,Sep/2021,6172,941,1500
3608-2507-5890-1037,Jan/2025,7986,347,1100
3608-2067-4657-1583,Dec/2023,2229,498,1700
3608-2181-5407-1056,Sep/2025,4234,754,1500
3608-2800-4657-1054,Oct/2023,4209,931,2000
3608-1333-5791-1009,May/2019,2978,606,1400
3608-2181-4264-1900,Feb/2022,7586,468,1500
3608-1395-4158-1983,Jan/2019,5280,479,1700
3608-2588-4342-1188,Jan/2018,7212,651,1400
3608-2507-4580-1745,Mar/2021,2236,364,1800
3608-1682-5015-1355,Apr/2022,7251,787,1400
3608-2507-5458-1274,Feb/2022,4245,002,1400
3608-1721-4856-1037,Jan/2019,3548,150,1300
3608-2596-4160-1838,Jun/2022,2894,557,1600
3608-2507-5884-1322,May/2018,4333,881,1100
3608-2968-5634-1804,Apr/2023,5105,343,1800
3608-2751-4580-1668,Mar/2023,2481,045,1500
3608-2507-4458-1274,Oct/2022,2715,806,1600
3608-1333-4711-1936,Jun/2019,3200,391,1700
3608-1682-5884-1856,Apr/2022,2785,416,1400
3608-2181-4657-1589,Jan/2024,1979,326,1800
3608-2507-5724-1220,Mar/2021,4044,253,1000
3608-1682-4711-1300,Dec/2021,2906,630,2000
3608-1682-5030-1572,Mar/2018,6836,067,1400
3608-2596-5196-1821,Sep/2021,5147,602,1900
3608-2507-4329-1629,Dec/2019,6020,243,1300
3608-2181-5407-1686,Jun/2022,7497,378,1900
3608-2588-5634-1024,Apr/2020,2484,062,1300
3608-2596-5756-1014,Nov/2018,5926,955,1000
3608-2507-5884-1442,Apr/2021,6924,107,1300
3608-1333-4383-1476,Jan/2018,3251,474,1500
3608-2751-4951-1804,Mar/2022,2022,320,1200
3608-1395-5983-1094,Apr/2025,5369,551,1200
3608-1192-5470-1440,Feb/2023,5996,306,1200
3608-2067-5884-1245,Feb/2022,7105,697,1900
3608-2968-5038-1828,Dec/2019,2516,526,1000
3608-1782-4394-1442,Jun/2024,4776,685,1700
3608-1395-4580-1931,Jul/2018,2682,983,1800
3608-1192-4668-1637,Oct/2021,2579,644,1200
3608-2800-5015-1518,Sep/2022,4625,810,1900
3608-2968-5407-1265,May/2025,2963,597,1300
3608-2181-5750-1383,Sep/2018,6863,889,1500
3608-2800-4329-1475,Nov/2020,4568,413,1700
3608-1721-4951-1355,May/2024,2262,354,1900
3608-1333-5691-1163,Nov/2023,3327,976,1500
3608-2751-4236-1190,Jan/2021,3199,517,2000
3608-2751-5691-1054,Jan/2018,3360,343,1500
3608-2588-4160-1900,Sep/2024,3477,216,1500
3608-1395-4657-1551,May/2020,6833,195,1900
3608-1682-5766-1844,Aug/2024,4923,290,1100
3608-2751-4236-1682,May/2023,2328,072,1300
3608-2968-4668-1660,Feb/2018,4270,917,2000
3608-2968-5890-1188,Jul/2025,3256,653,1400
3608-1192-5634-1828,May/2018,7705,674,1100
3608-1333-4329-1056,Dec/2024,7565,330,1800
3608-2751-5691-1936,Jun/2021,5735,493,1800
3608-2181-4458-1056,Aug/2020,2535,153,1300
3608-1682-5766-1474,Dec/2025,4384,037,1300
3608-1682-5724-1915,Aug/2024,2046,228,1200
3608-1395-5015-1637,Jan/2018,4642,784,1300
3608-2751-5745-1037,Feb/2025,8049,435,1000
3608-2800-5030-1613,Feb/2023,7395,722,1000
3608-2181-5038-1024,Feb/2022,7990,044,1100
3608-1782-5724-1301,Mar/2024,2047,020,1800
3608-2507-5551-1686,Nov/2021,5608,362,1700
3608-2181-5038-1300,Dec/2019,7735,944,1100
3608-1395-4005-1660,Sep/2019,4367,864,1900
3608-2800-5632-1278,Nov/2018,7057,889,1200
3608-2588-5791-1617,May/2020,4842,931,2000
3608-2968-5691-1381,Jun/2023,6329,663,1100
3608-1682-5766-1613,Apr/2024,5272,416,1900
3608-2507-4523-1322,May/2024,7025,040,1800
3608-1333-5724-1140,Jan/2022,7152,544,1500
3608-2588-4394-1617,Mar/2022,5694,997,1800
3608-2800-5132-1188,Apr/2021,4736,011,1300
3608-1721-4160-1274,May/2023,5856,593,1900
3608-2968-4288-1745,Oct/2024,5944,310,1500
3608-1333-4329-1129,Jun/2021,2657,629,1400
3608-2751-5632-1900,Oct/2025,4484,093,1800
3608-1333-4038-1001,Jul/2019,4480,228,1300
3608-2507-4711-1220,Sep/2021,5383,692,1700
3608-2968-5884-1474,Nov/2021,5251,884,1500
3608-1682-5756-1744,Dec/2025,3535,644,1900
3608-1682-5470-1916,Aug/2020,2663,735,1400
3608-1721-4354-1014,Aug/2019,4211,721,1400
3608-2507-5745-1476,Jul/2022,3133,632,1800
3608-1395-4038-1128,Jan/2023,4757,917,1900
3608-1721-4668-1968,Feb/2020,2967,318,1000
3608-2800-5756-1134,May/2018,2036,504,1400
3608-2968-5030-1052,Dec/2019,7537,083,1800
3608-1395-4668-1660,Feb/2018,6214,393,1300
3608-2596-4458-1190,Sep/2020,7589,788,1300
3608-2507-5724-1301,Dec/2019,5900,849,1100
3608-2751-5394-1795,Mar/2025,2698,091,1500
3608-1333-5745-1037,Jun/2018,8023,677,1000
3608-1333-5750-1322,Apr/2024,6149,715,1300
3608-1721-5634-1217,Mar/2024,7249,330,1000
3608-1333-4383-1931,Jan/2019,6957,117,1400
3608-1721-5459-1537,Oct/2020,3597,774,1600
3608-1395-5038-1381,May/2019,2656,272,1700
3608-2067-5884-1274,Jan/2022,5130,322,1100
3608-2751-4264-1744,Aug/2022,4856,683,1600
3608-1721-5890-1794,Mar/2023,6905,476,1100
3608-1192-4657-1220,Mar/2024,3794,914,1900
3608-2596-5756-1140,Jan/2023,6647,432,1100
3608-2800-5890-1935,Dec/2025,4406,877,1900
3608-2596-5691-1935,Jan/2025,4706,600,1600
3608-2588-5750-1056,Dec/2023,3097,820,1700
3608-2751-5030-1745,Apr/2025,2311,059,1900
3608-2751-4318-1476,Mar/2021,2857,258,1300
3608-1682-4329-1558,Sep/2023,5800,163,1500
3608-1395-5691-1301,Oct/2025,6605,153,1700
3608-1782-5745-1794,May/2023,4731,143,1600
3608-2588-5638-1024,Nov/2021,6696,558,1200
3608-2751-4160-1935,May/2020,3452,819,1600
3608-1782-4354-1244,Aug/2024,6855,799,2000
3608-1192-4342-1838,Oct/2021,7205,688,1200
3608-1782-5724-1355,Oct/2025,6031,678,1200
3608-1395-5632-1821,Feb/2019,2086,510,1900
3608-1682-5333-1185,Aug/2023,3100,000,2000
3608-1192-4580-1037,Aug/2021,5317,741,2000
3608-1721-4236-1377,Apr/2025,3564,645,2000
3608-2968-4264-1856,Apr/2021,4001,374,1800
3608-2067-4668-1265,Aug/2025,4864,577,1000
3608-1721-5132-1215,Aug/2024,6596,472,1600
3608-1682-5394-1976,Feb/2019,7838,620,1200
3608-2507-5724-1892,Sep/2020,4159,872,1200
3608-1333-4318-1054,May/2020,4714,078,2000
3608-2968-4288-1629,Mar/2022,4454,738,1500
3608-1682-5884-1109,Jan/2022,7807,208,1300
3608-1682-5766-1717,Apr/2023,2348,258,1600
3608-1682-4458-1465,Jan/2019,6080,131,1200
3608-2181-5030-1686,Aug/2018,7948,435,2000
3608-2968-5333-1194,Aug/2024,5231,734,1200
3608-2968-5745-1844,Jul/2022,4938,506,1800
3608-2588-5884-1916,Jun/2025,2729,336,1600
3608-2800-4580-1399,May/2025,5433,310,1800
3608-1192-5038-1024,Apr/2023,7349,066,1900
3608-2067-4160-1686,Feb/2020,5917,316,1100
3608-2507-4158-1668,Jun/2025,3883,211,1200
3608-1395-4856-1980,Jun/2018,4483,560,1100
3608-2968-4005-1306,Sep/2022,2263,995,1600
3608-2751-5407-1217,Apr/2019,6182,001,1300
3608-1721-4236-1838,Oct/2019,6337,101,1500
3608-2507-4288-1705,Oct/2025,5055,526,1800
3608-2507-5407-1394,Apr/2021,2079,779,1500
3608-2507-4394-1377,Mar/2019,7369,026,1600
3608-1192-5988-1037,Jul/2023,3761,685,2000
3608-1192-5988-1024,Jan/2019,7178,772,1800
3608-1682-4394-1306,Feb/2019,3741,086,1000
3608-1682-5459-1194,Mar/2020,3130,668,1700
3608-2596-5983-1377,Oct/2019,7499,490,1400
3608-2596-4580-1435,Jun/2024,6679,141,1700
3608-2751-4342-1474,Jan/2023,2241,888,1400
3608-1721-5459-1603,Feb/2024,7079,888,1100
3608-1192-4288-1537,Jan/2018,4527,762,1000
3608-1682-4038-1614,Nov/2023,3039,599,1700
3608-2751-4344-1597,Nov/2025,3370,761,1500
3608-1192-4668-1828,Jun/2018,6507,964,1400
3608-1333-5745-1394,Jul/2023,3383,048,1800
3608-2181-4445-1623,May/2021,3999,412,1800
3608-1192-4668-1344,Jul/2020,2139,593,1300
3608-1333-4318-1537,Jul/2024,4833,637,2000
3608-1395-5756-1603,Jul/2019,2268,271,1100
3608-1333-4344-1163,Oct/2020,3015,026,1600
3608-2800-4580-1052,Feb/2019,2958,613,1700
3608-1192-5030-1068,May/2019,3845,512,1900
3608-2968-4264-1583,Dec/2019,3389,438,1200
3608-1721-5489-1383,Nov/2019,3213,892,2000
3608-2800-5489-1795,Aug/2023,3243,944,1700
3608-2507-4160-1839,Jan/2021,5258,050,1200
3608-1782-5756-1188,Jan/2025,2706,368,1100
3608-2181-5638-1673,Jun/2025,4003,642,1800
3608-2751-4445-1188,Sep/2021,4781,756,1300
3608-2968-4354-1024,Jul/2022,3563,350,1300
3608-1333-4394-1032,Oct/2020,6307,111,1000
3608-1782-5459-1054,Aug/2021,7631,926,1000
3608-2751-5038-1052,Jan/2025,4619,962,1800
3608-2067-4038-1596,Feb/2022,2680,814,1200
3608-2800-4994-1646,Mar/2018,5434,543,1000
3608-2596-5407-1623,Nov/2022,6519,996,1500
3608-1333-5750-1900,Jul/2023,4303,119,1200
3608-2588-5724-1916,Aug/2021,4836,827,1000
3608-2181-4354-1361,Aug/2018,6931,720,1600
3608-2968-5724-1646,Sep/2020,2740,003,1000
3608-2588-4288-1646,Aug/2024,3766,373,1200
3608-2181-4158-1718,May/2023,4885,130,2000
3608-2800-5038-1198,Jul/2018,4772,218,1100
3608-2067-4354-1064,Dec/2020,7633,394,1700
3608-1395-5015-1976,Sep/2024,3742,970,1300
3608-1395-4158-1838,Sep/2025,4714,053,1200
3608-2751-4264-1915,Nov/2022,4557,211,1000
3608-1333-4236-1705,Aug/2019,5942,954,1500
3608-2181-4951-1717,Oct/2022,7535,047,1800
3608-1721-5015-1292,Sep/2025,4842,404,1200
